"BehaviorSpace results (NetLogo 6.2.0)"
"sir-dist.nlogo"
"variar DS"
"11/13/2025 19:02:48:688 -0600"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","99","0","99"
"[run number]","POB","DS","TE","PC","WIG","S0","[step]","Emax","t-estrella"
"1614","90","80","18","0.06","60","99","146","2548","48"
"1615","90","80","18","0.06","60","99","162","2371","50"
"1616","90","80","18","0.06","60","99","156","2428","52"
"1617","90","80","18","0.06","60","99","176","2312","58"
"1618","90","80","18","0.06","60","99","177","2204","50"
"1621","90","81","18","0.06","60","99","172","2230","54"
"1620","90","80","18","0.06","60","99","181","2466","50"
"1623","90","81","18","0.06","60","99","169","2280","51"
"1625","90","81","18","0.06","60","99","157","2379","52"
"1619","90","80","18","0.06","60","99","187","2197","49"
"1624","90","81","18","0.06","60","99","162","2209","53"
"1622","90","81","18","0.06","60","99","238","2121","55"
"1626","90","81","18","0.06","60","99","160","2221","53"
"1627","90","81","18","0.06","60","99","188","2163","56"
"1628","90","81","18","0.06","60","99","170","2369","44"
"1631","90","81","18","0.06","60","99","157","2447","48"
"1629","90","81","18","0.06","60","99","177","2203","50"
"1633","90","81","18","0.06","60","99","159","2273","54"
"1632","90","81","18","0.06","60","99","166","2254","50"
"1630","90","81","18","0.06","60","99","206","2294","55"
"1636","90","81","18","0.06","60","99","168","2389","51"
"1634","90","81","18","0.06","60","99","198","2069","49"
"1635","90","81","18","0.06","60","99","179","2125","53"
"1637","90","81","18","0.06","60","99","177","2228","50"
"1639","90","81","18","0.06","60","99","198","2154","48"
"1640","90","81","18","0.06","60","99","177","2284","50"
"1638","90","81","18","0.06","60","99","200","2185","50"
"1642","90","82","18","0.06","60","99","156","2241","53"
"1641","90","82","18","0.06","60","99","182","2015","56"
"1643","90","82","18","0.06","60","99","196","2020","53"
"1646","90","82","18","0.06","60","99","178","2047","51"
"1647","90","82","18","0.06","60","99","175","2180","51"
"1649","90","82","18","0.06","60","99","161","2189","56"
"1644","90","82","18","0.06","60","99","184","2196","56"
"1650","90","82","18","0.06","60","99","177","2169","58"
"1645","90","82","18","0.06","60","99","243","1978","50"
"1648","90","82","18","0.06","60","99","201","2023","48"
"1652","90","82","18","0.06","60","99","198","2306","54"
"1651","90","82","18","0.06","60","99","172","2209","50"
"1656","90","82","18","0.06","60","99","155","2269","49"
"1654","90","82","18","0.06","60","99","176","2097","58"
"1658","90","82","18","0.06","60","99","173","2206","52"
"1653","90","82","18","0.06","60","99","198","2028","56"
"1655","90","82","18","0.06","60","99","193","1956","55"
"1659","90","82","18","0.06","60","99","179","2165","56"
"1657","90","82","18","0.06","60","99","200","2262","54"
"1660","90","82","18","0.06","60","99","202","2230","52"
"1663","90","83","18","0.06","60","99","201","1926","54"
"1662","90","83","18","0.06","60","99","220","2134","54"
"1661","90","83","18","0.06","60","99","199","1945","51"
"1664","90","83","18","0.06","60","99","214","2117","59"
"1666","90","83","18","0.06","60","99","171","1876","58"
"1665","90","83","18","0.06","60","99","207","2139","56"
"1667","90","83","18","0.06","60","99","184","2185","48"
"1668","90","83","18","0.06","60","99","179","2009","51"
"1672","90","83","18","0.06","60","99","196","2086","53"
"1669","90","83","18","0.06","60","99","190","1910","57"
"1673","90","83","18","0.06","60","99","191","1985","56"
"1674","90","83","18","0.06","60","99","185","1983","57"
"1671","90","83","18","0.06","60","99","217","2175","57"
"1670","90","83","18","0.06","60","99","205","1869","55"
"1675","90","83","18","0.06","60","99","176","2312","50"
"1676","90","83","18","0.06","60","99","178","1955","50"
"1680","90","83","18","0.06","60","99","167","2202","50"
"1677","90","83","18","0.06","60","99","184","2080","54"
"1681","90","84","18","0.06","60","99","150","2204","54"
"1679","90","83","18","0.06","60","99","166","2245","56"
"1678","90","83","18","0.06","60","99","211","2101","61"
"1683","90","84","18","0.06","60","99","185","2191","50"
"1685","90","84","18","0.06","60","99","187","1807","59"
"1682","90","84","18","0.06","60","99","179","2074","52"
"1684","90","84","18","0.06","60","99","225","1996","52"
"1686","90","84","18","0.06","60","99","192","2044","50"
"1690","90","84","18","0.06","60","99","181","2130","54"
"1687","90","84","18","0.06","60","99","177","2014","55"
"1691","90","84","18","0.06","60","99","181","2028","57"
"1688","90","84","18","0.06","60","99","200","1781","55"
"1689","90","84","18","0.06","60","99","246","1840","57"
"1693","90","84","18","0.06","60","99","195","1798","59"
"1695","90","84","18","0.06","60","99","188","2109","57"
"1692","90","84","18","0.06","60","99","198","2122","55"
"1694","90","84","18","0.06","60","99","178","2087","46"
"1697","90","84","18","0.06","60","99","164","1861","51"
"1696","90","84","18","0.06","60","99","181","1911","54"
"1700","90","84","18","0.06","60","99","182","2200","52"
"1698","90","84","18","0.06","60","99","169","2304","50"
"1699","90","84","18","0.06","60","99","195","2079","54"
"1701","90","85","18","0.06","60","99","200","1989","53"
"1703","90","85","18","0.06","60","99","194","2005","51"
"1706","90","85","18","0.06","60","99","163","2070","47"
"1705","90","85","18","0.06","60","99","194","1854","51"
"1707","90","85","18","0.06","60","99","190","1918","51"
"1708","90","85","18","0.06","60","99","178","2046","49"
"1709","90","85","18","0.06","60","99","181","1846","52"
"1710","90","85","18","0.06","60","99","176","1912","54"
"1702","90","85","18","0.06","60","99","260","1991","52"
"1711","90","85","18","0.06","60","99","215","1856","58"
"1704","90","85","18","0.06","60","99","240","1909","50"
"1712","90","85","18","0.06","60","99","200","1800","54"
"1714","90","85","18","0.06","60","99","205","1749","55"
"1715","90","85","18","0.06","60","99","218","1882","50"
"1716","90","85","18","0.06","60","99","211","1814","53"
"1718","90","85","18","0.06","60","99","183","1996","57"
"1713","90","85","18","0.06","60","99","231","1949","56"
"1717","90","85","18","0.06","60","99","231","1915","53"
"1722","90","86","18","0.06","60","99","178","1694","57"
"1719","90","85","18","0.06","60","99","213","2007","47"
"1720","90","85","18","0.06","60","99","174","1872","52"
"1721","90","86","18","0.06","60","99","201","1660","59"
"1724","90","86","18","0.06","60","99","196","1893","54"
"1727","90","86","18","0.06","60","99","181","1777","54"
"1726","90","86","18","0.06","60","99","201","1669","61"
"1725","90","86","18","0.06","60","99","187","1928","58"
"1723","90","86","18","0.06","60","99","246","1809","58"
"1730","90","86","18","0.06","60","99","187","1828","63"
"1729","90","86","18","0.06","60","99","216","1777","52"
"1728","90","86","18","0.06","60","99","240","1587","59"
"1732","90","86","18","0.06","60","99","189","1902","54"
"1731","90","86","18","0.06","60","99","187","1874","59"
"1734","90","86","18","0.06","60","99","212","1795","53"
"1735","90","86","18","0.06","60","99","187","1969","55"
"1733","90","86","18","0.06","60","99","218","1837","56"
"1736","90","86","18","0.06","60","99","197","1603","66"
"1740","90","86","18","0.06","60","99","194","1694","54"
"1737","90","86","18","0.06","60","99","211","1793","61"
"1739","90","86","18","0.06","60","99","206","1603","54"
"1738","90","86","18","0.06","60","99","189","1782","54"
"1741","90","87","18","0.06","60","99","187","1872","51"
"1742","90","87","18","0.06","60","99","200","1477","57"
"1743","90","87","18","0.06","60","99","212","1911","52"
"1747","90","87","18","0.06","60","99","184","1682","60"
"1748","90","87","18","0.06","60","99","165","1736","49"
"1744","90","87","18","0.06","60","99","286","1624","53"
"1749","90","87","18","0.06","60","99","232","1641","55"
"1745","90","87","18","0.06","60","99","258","1456","71"
"1746","90","87","18","0.06","60","99","239","1637","61"
"1754","90","87","18","0.06","60","99","198","1694","54"
"1750","90","87","18","0.06","60","99","198","1770","51"
"1752","90","87","18","0.06","60","99","234","1679","57"
"1751","90","87","18","0.06","60","99","208","1681","62"
"1753","90","87","18","0.06","60","99","277","1688","54"
"1755","90","87","18","0.06","60","99","207","1481","63"
"1756","90","87","18","0.06","60","99","237","1703","58"
"1758","90","87","18","0.06","60","99","203","1659","59"
"1759","90","87","18","0.06","60","99","197","1935","56"
"1757","90","87","18","0.06","60","99","270","1700","58"
"1760","90","87","18","0.06","60","99","213","1366","55"
"1761","90","88","18","0.06","60","99","218","1454","61"
"1765","90","88","18","0.06","60","99","182","1795","53"
"1766","90","88","18","0.06","60","99","185","1704","54"
"1763","90","88","18","0.06","60","99","226","1557","58"
"1762","90","88","18","0.06","60","99","287","1484","54"
"1768","90","88","18","0.06","60","99","219","1412","62"
"1764","90","88","18","0.06","60","99","289","1398","59"
"1767","90","88","18","0.06","60","99","247","1642","65"
"1769","90","88","18","0.06","60","99","212","1714","53"
"1773","90","88","18","0.06","60","99","172","1871","50"
"1772","90","88","18","0.06","60","99","204","1515","65"
"1774","90","88","18","0.06","60","99","197","1676","60"
"1770","90","88","18","0.06","60","99","302","1553","48"
"1771","90","88","18","0.06","60","99","263","1578","54"
"1777","90","88","18","0.06","60","99","192","1456","61"
"1776","90","88","18","0.06","60","99","218","1697","61"
"1775","90","88","18","0.06","60","99","259","1493","59"
"1779","90","88","18","0.06","60","99","197","1731","55"
"1781","90","89","18","0.06","60","99","192","1690","59"
"1780","90","88","18","0.06","60","99","207","1454","51"
"1778","90","88","18","0.06","60","99","239","1568","53"
"1783","90","89","18","0.06","60","99","182","1637","62"
"1782","90","89","18","0.06","60","99","239","1263","66"
"1784","90","89","18","0.06","60","99","270","1323","69"
"1785","90","89","18","0.06","60","99","199","1455","58"
"1787","90","89","18","0.06","60","99","201","1461","49"
"1786","90","89","18","0.06","60","99","225","1431","61"
"1789","90","89","18","0.06","60","99","257","1334","63"
"1788","90","89","18","0.06","60","99","260","1635","60"
"1793","90","89","18","0.06","60","99","191","1626","56"
"1794","90","89","18","0.06","60","99","210","1471","62"
"1790","90","89","18","0.06","60","99","215","1591","55"
"1792","90","89","18","0.06","60","99","240","1337","63"
"1791","90","89","18","0.06","60","99","281","1390","59"
"1795","90","89","18","0.06","60","99","207","1467","50"
"1798","90","89","18","0.06","60","99","185","1477","58"
"1796","90","89","18","0.06","60","99","216","1431","57"
"1800","90","89","18","0.06","60","99","200","1602","53"
"1799","90","89","18","0.06","60","99","213","1428","60"
"1803","90","90","18","0.06","60","99","183","1445","60"
"1801","90","90","18","0.06","60","99","251","1332","61"
"1797","90","89","18","0.06","60","99","254","1414","63"
"1802","90","90","18","0.06","60","99","238","1367","52"
"1804","90","90","18","0.06","60","99","235","1338","60"
"1808","90","90","18","0.06","60","99","185","1426","53"
"1805","90","90","18","0.06","60","99","283","1368","57"
"1806","90","90","18","0.06","60","99","250","1253","55"
"1810","90","90","18","0.06","60","99","238","1474","59"
"1807","90","90","18","0.06","60","99","304","1300","62"
"1809","90","90","18","0.06","60","99","240","1262","60"
"1812","90","90","18","0.06","60","99","264","1129","55"
"1815","90","90","18","0.06","60","99","202","1515","57"
"1817","90","90","18","0.06","60","99","193","1402","56"
"1813","90","90","18","0.06","60","99","222","1038","69"
"1818","90","90","18","0.06","60","99","193","1504","52"
"1814","90","90","18","0.06","60","99","262","1336","65"
"1816","90","90","18","0.06","60","99","223","1275","56"
"1819","90","90","18","0.06","60","99","226","1301","64"
"1811","90","90","18","0.06","60","99","332","1281","55"
"1820","90","90","18","0.06","60","99","237","1271","48"
"1822","90","91","18","0.06","60","99","214","1342","58"
"1821","90","91","18","0.06","60","99","233","1227","53"
"1823","90","91","18","0.06","60","99","255","1216","59"
"1824","90","91","18","0.06","60","99","219","1173","59"
"1828","90","91","18","0.06","60","99","189","1390","54"
"1826","90","91","18","0.06","60","99","225","1184","65"
"1829","90","91","18","0.06","60","99","217","1191","54"
"1827","90","91","18","0.06","60","99","245","1197","65"
"1825","90","91","18","0.06","60","99","270","1198","59"
"1832","90","91","18","0.06","60","99","209","1308","56"
"1830","90","91","18","0.06","60","99","278","1332","64"
"1833","90","91","18","0.06","60","99","213","1326","62"
"1831","90","91","18","0.06","60","99","228","1064","66"
"1834","90","91","18","0.06","60","99","226","1019","59"
"1835","90","91","18","0.06","60","99","246","1132","56"
"1837","90","91","18","0.06","60","99","223","1029","54"
"1838","90","91","18","0.06","60","99","214","1189","46"
"1839","90","91","18","0.06","60","99","196","1400","62"
"1840","90","91","18","0.06","60","99","217","1238","58"
"1836","90","91","18","0.06","60","99","295","1324","54"
"1843","90","92","18","0.06","60","99","224","1129","54"
"1844","90","92","18","0.06","60","99","201","1139","48"
"1841","90","92","18","0.06","60","99","291","1044","62"
"1842","90","92","18","0.06","60","99","266","909","70"
"1846","90","92","18","0.06","60","99","180","1287","55"
"1849","90","92","18","0.06","60","99","232","991","61"
"1845","90","92","18","0.06","60","99","292","1121","50"
"1848","90","92","18","0.06","60","99","276","1056","53"
"1850","90","92","18","0.06","60","99","207","1033","60"
"1847","90","92","18","0.06","60","99","288","1011","61"
"1853","90","92","18","0.06","60","99","245","1065","59"
"1854","90","92","18","0.06","60","99","213","1044","56"
"1857","90","92","18","0.06","60","99","204","1163","61"
"1856","90","92","18","0.06","60","99","234","900","59"
"1852","90","92","18","0.06","60","99","288","981","51"
"1851","90","92","18","0.06","60","99","322","1019","72"
"1858","90","92","18","0.06","60","99","288","1020","65"
"1855","90","92","18","0.06","60","99","335","951","60"
"1863","90","93","18","0.06","60","99","176","1224","43"
"1860","90","92","18","0.06","60","99","239","1052","61"
"1859","90","92","18","0.06","60","99","249","1137","51"
"1861","90","93","18","0.06","60","99","233","1077","56"
"1862","90","93","18","0.06","60","99","300","932","59"
"1865","90","93","18","0.06","60","99","241","1159","55"
"1867","90","93","18","0.06","60","99","233","867","69"
"1866","90","93","18","0.06","60","99","236","857","56"
"1864","90","93","18","0.06","60","99","314","900","71"
"1868","90","93","18","0.06","60","99","301","717","62"
"1873","90","93","18","0.06","60","99","227","967","56"
"1869","90","93","18","0.06","60","99","275","1022","67"
"1871","90","93","18","0.06","60","99","236","919","62"
"1870","90","93","18","0.06","60","99","247","1029","61"
"1872","90","93","18","0.06","60","99","272","955","71"
"1875","90","93","18","0.06","60","99","251","805","57"
"1874","90","93","18","0.06","60","99","262","1031","56"
"1876","90","93","18","0.06","60","99","239","924","59"
"1877","90","93","18","0.06","60","99","238","1030","60"
"1879","90","93","18","0.06","60","99","247","855","54"
"1878","90","93","18","0.06","60","99","281","953","59"
"1880","90","93","18","0.06","60","99","253","1029","63"
"1882","90","94","18","0.06","60","99","243","648","73"
"1881","90","94","18","0.06","60","99","224","906","53"
"1889","90","94","18","0.06","60","99","213","776","41"
"1890","90","94","18","0.06","60","99","245","862","56"
"1883","90","94","18","0.06","60","99","276","729","52"
"1888","90","94","18","0.06","60","99","239","1010","55"
"1884","90","94","18","0.06","60","99","369","604","49"
"1887","90","94","18","0.06","60","99","292","823","61"
"1891","90","94","18","0.06","60","99","282","717","46"
"1885","90","94","18","0.06","60","99","402","646","48"
"1892","90","94","18","0.06","60","99","264","787","58"
"1886","90","94","18","0.06","60","99","385","781","42"
"1893","90","94","18","0.06","60","99","316","784","67"
"1897","90","94","18","0.06","60","99","275","697","73"
"1894","90","94","18","0.06","60","99","290","703","53"
"1895","90","94","18","0.06","60","99","297","742","57"
"1899","90","94","18","0.06","60","99","236","766","47"
"1902","90","95","18","0.06","60","99","223","737","58"
"1896","90","94","18","0.06","60","99","330","764","53"
"1905","90","95","18","0.06","60","99","206","695","51"
"1900","90","94","18","0.06","60","99","303","826","58"
"1903","90","95","18","0.06","60","99","292","688","60"
"1898","90","94","18","0.06","60","99","451","797","61"
"1901","90","95","18","0.06","60","99","359","510","57"
"1904","90","95","18","0.06","60","99","345","596","45"
"1908","90","95","18","0.06","60","99","288","710","65"
"1910","90","95","18","0.06","60","99","271","589","50"
"1911","90","95","18","0.06","60","99","290","501","17"
"1907","90","95","18","0.06","60","99","332","453","97"
"1912","90","95","18","0.06","60","99","288","533","53"
"1909","90","95","18","0.06","60","99","304","697","68"
"1914","90","95","18","0.06","60","99","264","638","40"
"1906","90","95","18","0.06","60","99","426","581","55"
"1915","90","95","18","0.06","60","99","276","552","55"
"1916","90","95","18","0.06","60","99","282","749","57"
"1919","90","95","18","0.06","60","99","239","771","41"
"1920","90","95","18","0.06","60","99","236","763","43"
"1917","90","95","18","0.06","60","99","270","654","44"
"1918","90","95","18","0.06","60","99","294","708","32"
"1922","90","96","18","0.06","60","99","226","526","51"
"1913","90","95","18","0.06","60","99","380","542","41"
"1924","90","96","18","0.06","60","99","250","592","50"
"1923","90","96","18","0.06","60","99","285","499","60"
"1925","90","96","18","0.06","60","99","230","530","17"
"1926","90","96","18","0.06","60","99","270","457","17"
"1921","90","96","18","0.06","60","99","317","650","37"
"1928","90","96","18","0.06","60","99","275","666","39"
"1927","90","96","18","0.06","60","99","306","694","56"
"1929","90","96","18","0.06","60","99","268","438","17"
"1930","90","96","18","0.06","60","99","273","551","56"
"1931","90","96","18","0.06","60","99","253","626","60"
"1934","90","96","18","0.06","60","99","234","619","48"
"1935","90","96","18","0.06","60","99","254","528","51"
"1936","90","96","18","0.06","60","99","305","636","53"
"1932","90","96","18","0.06","60","99","363","590","38"
"1939","90","96","18","0.06","60","99","304","562","48"
"1933","90","96","18","0.06","60","99","356","564","51"
"1938","90","96","18","0.06","60","99","287","525","67"
"1937","90","96","18","0.06","60","99","361","614","51"
"1940","90","96","18","0.06","60","99","333","552","17"
"1941","90","97","18","0.06","60","99","307","519","17"
"1944","90","97","18","0.06","60","99","270","511","17"
"1945","90","97","18","0.06","60","99","261","453","17"
"1943","90","97","18","0.06","60","99","308","451","17"
"1942","90","97","18","0.06","60","99","276","650","17"
"1948","90","97","18","0.06","60","99","219","729","17"
"1946","90","97","18","0.06","60","99","291","541","17"
"1947","90","97","18","0.06","60","99","249","459","17"
"1949","90","97","18","0.06","60","99","216","628","17"
"1952","90","97","18","0.06","60","99","254","494","17"
"1951","90","97","18","0.06","60","99","278","509","17"
"1953","90","97","18","0.06","60","99","221","426","17"
"1950","90","97","18","0.06","60","99","346","428","17"
"1961","90","98","18","0.06","60","99","210","380","17"
"1955","90","97","18","0.06","60","99","270","411","56"
"1959","90","97","18","0.06","60","99","250","450","17"
"1958","90","97","18","0.06","60","99","294","399","17"
"1963","90","98","18","0.06","60","99","249","420","17"
"1960","90","97","18","0.06","60","99","288","460","17"
"1957","90","97","18","0.06","60","99","349","425","17"
"1954","90","97","18","0.06","60","99","395","408","58"
"1956","90","97","18","0.06","60","99","371","406","17"
"1964","90","98","18","0.06","60","99","241","487","17"
"1962","90","98","18","0.06","60","99","279","447","17"
"1965","90","98","18","0.06","60","99","232","493","17"
"1966","90","98","18","0.06","60","99","275","510","17"
"1967","90","98","18","0.06","60","99","257","433","17"
"1968","90","98","18","0.06","60","99","200","471","17"
"1969","90","98","18","0.06","60","99","208","459","17"
"1975","90","98","18","0.06","60","99","173","355","17"
"1973","90","98","18","0.06","60","99","221","397","17"
"1971","90","98","18","0.06","60","99","262","548","17"
"1972","90","98","18","0.06","60","99","274","333","17"
"1970","90","98","18","0.06","60","99","246","481","17"
"1977","90","98","18","0.06","60","99","193","420","17"
"1976","90","98","18","0.06","60","99","260","505","17"
"1974","90","98","18","0.06","60","99","281","512","17"
"1981","90","99","18","0.06","60","99","180","410","17"
"1985","90","99","18","0.06","60","99","154","540","17"
"1980","90","98","18","0.06","60","99","290","496","17"
"1983","90","99","18","0.06","60","99","199","448","17"
"1982","90","99","18","0.06","60","99","316","560","17"
"1984","90","99","18","0.06","60","99","233","554","17"
"1986","90","99","18","0.06","60","99","193","484","17"
"1987","90","99","18","0.06","60","99","156","458","17"
"1989","90","99","18","0.06","60","99","156","457","17"
"1978","90","98","18","0.06","60","99","325","445","17"
"1979","90","98","18","0.06","60","99","339","504","17"
"1988","90","99","18","0.06","60","99","190","397","17"
"1990","90","99","18","0.06","60","99","216","477","17"
"1991","90","99","18","0.06","60","99","222","456","17"
"1992","90","99","18","0.06","60","99","251","392","17"
"1994","90","99","18","0.06","60","99","179","460","17"
"1999","90","99","18","0.06","60","99","160","453","17"
"1996","90","99","18","0.06","60","99","189","546","17"
"2002","90","100","18","0.06","60","99","133","466","17"
"1998","90","99","18","0.06","60","99","179","493","17"
"2005","90","100","18","0.06","60","99","104","476","17"
"2001","90","100","18","0.06","60","99","139","516","17"
"1993","90","99","18","0.06","60","99","292","391","17"
"2004","90","100","18","0.06","60","99","133","473","17"
"2000","90","99","18","0.06","60","99","179","404","17"
"1997","90","99","18","0.06","60","99","226","384","17"
"1995","90","99","18","0.06","60","99","210","504","17"
"2003","90","100","18","0.06","60","99","155","431","17"
"2008","90","100","18","0.06","60","99","108","403","17"
"2006","90","100","18","0.06","60","99","184","439","17"
"2007","90","100","18","0.06","60","99","137","413","17"
"2010","90","100","18","0.06","60","99","133","469","17"
"2009","90","100","18","0.06","60","99","145","481","17"
"2011","90","100","18","0.06","60","99","139","430","17"
"2015","90","100","18","0.06","60","99","116","473","17"
"2013","90","100","18","0.06","60","99","124","458","17"
"2014","90","100","18","0.06","60","99","134","506","17"
"2012","90","100","18","0.06","60","99","151","427","17"
"2016","90","100","18","0.06","60","99","123","397","17"
"2018","90","100","18","0.06","60","99","145","427","17"
"2017","90","100","18","0.06","60","99","164","418","17"
"2019","90","100","18","0.06","60","99","174","378","17"
"2020","90","100","18","0.06","60","99","128","412","17"
